# timestamp x y z q0 q1 q2 q3
1311868164.363181 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1311868164.399026 -0.001585481 0.001154295 -0.002834690 -0.001952026 -0.000603864 -0.001129102 0.999997275
1311868164.430940 -0.001431759 0.002916281 -0.004763001 -0.004037589 -0.003222214 -0.002722232 0.999982952
1311868164.463055 0.003580179 0.004415520 -0.007135324 -0.006164232 -0.004781885 -0.005424476 0.999954854
1311868164.499130 0.008223087 0.004300947 -0.008967576 -0.008284044 -0.003678922 -0.008279294 0.999924644
1311868164.531025 0.008568537 0.002168860 -0.011882162 -0.009450816 -0.000009977 -0.010726449 0.999897807
1311868164.563004 0.010274807 0.003115460 -0.014840764 -0.008841098 0.002340792 -0.011942648 0.999886858
1311868164.599061 0.012375177 0.003350510 -0.017472524 -0.007512596 0.003464538 -0.013915291 0.999868953
1311868164.631140 0.012691094 0.003614818 -0.021114188 -0.005314655 0.004964654 -0.015226101 0.999857626
1311868164.663105 0.017987405 0.004907464 -0.025580713 -0.004011933 0.003368720 -0.015275267 0.999869603
1311868164.698987 0.025229674 0.006003081 -0.029777555 -0.003846735 0.000487637 -0.015137532 0.999877903
1311868164.731046 0.029803747 0.001909301 -0.032770755 -0.004816557 -0.001309160 -0.013996071 0.999889592
1311868164.763098 0.037513379 0.001521272 -0.034509088 -0.002402390 -0.003823958 -0.013479143 0.999898954
1311868164.799138 0.041160903 -0.000294894 -0.037668649 -0.000488071 -0.003980864 -0.013366525 0.999902621
1311868164.831006 0.050252428 -0.001173493 -0.039959634 0.003596114 -0.004789170 -0.013795166 0.999886906
1311868164.863058 0.064549719 0.000818947 -0.040993082 0.007395717 -0.005845948 -0.014348998 0.999852606
1311868164.899132 0.071237404 -0.002286731 -0.042466741 0.010099980 -0.004381211 -0.015252661 0.999823060
1311868164.930933 0.077965074 0.002230192 -0.046315184 0.014103378 -0.003251812 -0.016914694 0.999752176
1311868164.963119 0.082142000 0.007184556 -0.048103902 0.015106250 -0.002698473 -0.019533139 0.999691440
1311868164.999037 0.084535465 0.005245582 -0.048559980 0.012471885 -0.003804601 -0.020246721 0.999709982
1311868165.031122 0.093087193 0.003487585 -0.050438427 0.011895067 -0.007850847 -0.019651638 0.999705299
1311868165.063108 0.089110614 0.001768274 -0.047105290 0.011493043 -0.009109223 -0.022060751 0.999649066
1311868165.099162 0.107206056 0.003943304 -0.048888640 0.011590673 -0.014894590 -0.024099753 0.999531395
1311868165.131014 0.135532117 0.002978147 -0.056021421 0.013316876 -0.021900581 -0.024741444 0.999365242
1311868165.163146 0.147293816 0.006212289 -0.059315055 0.016463565 -0.025135704 -0.027259527 0.999176694
1311868165.199145 0.160042927 0.009212424 -0.059083476 0.018049787 -0.028050723 -0.030364431 0.998982164
1311868165.231193 0.170465992 0.014290385 -0.061099661 0.018582506 -0.029476702 -0.032220092 0.998873205
1311868165.263005 0.175474077 0.016434671 -0.063014962 0.017348165 -0.030856529 -0.033912146 0.998797718
