# timestamp x y z q0 q1 q2 q3
1305031910.765238 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1305031910.797230 -0.013844601 0.000987864 0.000923682 0.005392055 -0.001461583 -0.008774439 0.999945898
1305031910.835208 -0.019412564 -0.002569936 0.007454410 0.006008633 -0.008465729 -0.014619757 0.999839232
1305031910.865025 -0.028701452 0.000325193 0.014773642 0.009713488 -0.015045044 -0.022475701 0.999586984
1305031910.897222 -0.032563334 -0.008989268 0.019932319 0.007405573 -0.025589960 -0.030950737 0.999165834
1305031910.935211 -0.026816769 -0.017098752 0.030853527 0.009279499 -0.035433074 -0.036569779 0.998659621
1305031910.965249 -0.049232216 -0.016502119 0.031994168 0.016202881 -0.035348896 -0.040917976 0.998405550
1305031910.997325 -0.059864469 -0.011724529 0.032322936 0.018861853 -0.044277189 -0.050496190 0.997563981
1305031911.035050 -0.070449747 -0.017014850 0.041765141 0.015913874 -0.055317787 -0.059502041 0.996567207
1305031911.065269 -0.085242851 -0.009112582 0.051985644 0.019666674 -0.071638831 -0.069532655 0.994809685
1305031911.097196 -0.079419238 -0.023770172 0.044631967 0.012529156 -0.094880618 -0.077848385 0.992360981
1305031911.135664 -0.088790509 -0.029231313 0.048820508 0.014927984 -0.108294829 -0.088947189 0.990019082
1305031911.165177 -0.097472893 -0.027334083 0.051048441 0.020601941 -0.120837827 -0.098211725 0.987587078
1305031911.197213 -0.093433101 -0.027050588 0.058224578 0.023576063 -0.137380027 -0.102830725 0.984884125
1305031911.235651 -0.108253587 -0.032473508 0.059089967 0.024260878 -0.145650621 -0.109988140 0.982903818
1305031911.265104 -0.112005447 -0.026555771 0.065280292 0.028845610 -0.158701448 -0.119011520 0.979703036
1305031911.297334 -0.110793884 -0.036557674 0.066325454 0.026654285 -0.170527823 -0.125831480 0.976921824
1305031911.333191 -0.118100712 -0.041639867 0.068290380 0.028010151 -0.180768947 -0.131126145 0.974342831
1305031911.365235 -0.116034623 -0.044164875 0.072967679 0.031223428 -0.190230205 -0.136916952 0.971643615
1305031911.397333 -0.126172428 -0.048358732 0.076475113 0.034871033 -0.194089551 -0.141321430 0.970124482
1305031911.433256 -0.151308466 -0.032518589 0.076429047 0.044376306 -0.193358342 -0.145140300 0.969318105
1305031911.465250 -0.149132425 -0.042917719 0.081146573 0.042770878 -0.205640295 -0.144025597 0.967026033
1305031911.497291 -0.157640211 -0.046570622 0.083793997 0.044326375 -0.217249803 -0.144025617 0.964413976
1305031911.533251 -0.157644885 -0.044113120 0.093168291 0.047956986 -0.231222635 -0.144632896 0.960894139
1305031911.565335 -0.163193889 -0.051832940 0.094485437 0.048239403 -0.241267564 -0.143491132 0.958578749
1305031911.597302 -0.174259865 -0.049152633 0.098354250 0.055234621 -0.252889588 -0.145150125 0.954948917
1305031911.633337 -0.176840744 -0.041433784 0.109047593 0.061677872 -0.265290264 -0.151275623 0.950227658
1305031911.665124 -0.178594479 -0.036002732 0.117096623 0.066277959 -0.275828291 -0.159206219 0.945610578
1305031911.697167 -0.192134593 -0.037291080 0.116240198 0.065804346 -0.282067010 -0.167155543 0.942426132
1305031911.733203 -0.197049954 -0.031338434 0.125712585 0.068306604 -0.290066406 -0.176981465 0.938015591
1305031911.765284 -0.190316870 -0.029233898 0.134374372 0.068470093 -0.301122705 -0.184415823 0.933074363
1305031911.797297 -0.196241905 -0.026961901 0.140699343 0.067594095 -0.305627205 -0.191246047 0.930294577
1305031911.833338 -0.208214270 -0.021281712 0.136197648 0.064914387 -0.308123484 -0.199624561 0.927898742
1305031911.865269 -0.200836945 -0.012263104 0.147356860 0.063582073 -0.321450390 -0.201489899 0.923054054
1305031911.897159 -0.206717772 -0.013681678 0.149378631 0.056915773 -0.330116148 -0.206609564 0.919291255
1305031911.933063 -0.214666327 -0.013422849 0.149636849 0.049982287 -0.340709352 -0.212718008 0.914423292
1305031911.965140 -0.221153240 -0.007146212 0.152110097 0.044398192 -0.354890434 -0.218182630 0.908007665
1305031911.997252 -0.209815535 -0.001461667 0.168309783 0.038617358 -0.378175287 -0.223339675 0.897558656
