# timestamp x y z q0 q1 q2 q3
1311877812.989574 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1311877813.025527 -0.000002314 0.000200031 0.000250534 0.000060813 0.000015293 -0.000034970 0.999999997
1311877813.057556 -0.000237652 0.000538516 0.000584520 0.000088639 0.000021450 -0.000008233 0.999999996
1311877813.089405 -0.000962354 0.000556288 0.001204341 0.000112454 0.000124492 0.000033928 0.999999985
1311877813.125501 0.001595299 -0.001597226 -0.000820437 -0.000184453 -0.000172220 -0.000099301 0.999999963
1311877813.157587 0.000309768 0.000045266 0.000435507 0.000035062 -0.000041142 0.000012097 0.999999998
1311877813.189508 -0.000383404 -0.000739580 0.000524800 -0.000029348 0.000046719 0.000021684 0.999999998
1311877813.225602 0.000529311 0.000557470 0.000167000 0.000122375 -0.000067130 -0.000057996 0.999999989
1311877813.257576 -0.000918548 -0.000859930 0.000608448 -0.000085647 0.000103797 0.000013228 0.999999991
1311877813.289732 -0.001625408 -0.001851071 0.000610153 -0.000259184 0.000210579 -0.000092799 0.999999940
1311877813.325436 -0.000945269 -0.000060977 0.000433721 0.000040548 0.000134309 -0.000109970 0.999999984
1311877813.357541 -0.000487899 -0.004791558 -0.000486188 -0.000585309 0.000108758 -0.000247685 0.999999792
1311877813.389768 -0.000307857 0.000701833 0.000505358 0.000105185 0.000025513 0.000075348 0.999999991
1311877813.425359 -0.001059680 0.000916670 0.001005219 0.000177543 0.000081970 0.000141232 0.999999971
1311877813.457628 0.002319403 -0.001078194 -0.001010178 -0.000126353 -0.000242710 -0.000061067 0.999999961
1311877813.489875 -0.000203368 -0.000483195 0.000087720 -0.000048724 0.000008230 0.000026994 0.999999998
1311877813.525557 -0.000589849 -0.001793926 0.000150093 -0.000194503 0.000096471 -0.000147048 0.999999966
1311877813.557676 -0.000689496 -0.000852838 0.000096087 -0.000066086 0.000071714 0.000004822 0.999999995
1311877813.594080 -0.000345509 -0.000866175 0.000509994 -0.000070603 0.000058449 -0.000040026 0.999999995
1311877813.625559 -0.001222591 -0.003156941 0.000079991 -0.000377166 0.000180597 -0.000188744 0.999999895
