# timestamp x y z q0 q1 q2 q3
1305031229.528748 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1305031229.564425 -0.008936194 0.002637841 0.025868790 -0.001947888 -0.031745720 0.004590012 0.999483540
1305031229.596600 0.003799721 -0.006452449 -0.004121520 -0.007172806 -0.061710806 0.004925818 0.998056142
1305031229.628753 -0.005286448 -0.005045682 0.012966572 -0.009582397 -0.076939643 0.011078512 0.996928150
1305031229.664657 0.013061578 -0.028484368 -0.002715633 -0.017894933 -0.103670211 0.007989989 0.994418634
1305031229.696827 0.014777026 -0.027984031 0.000972812 -0.017936253 -0.116006194 0.012307037 0.993010267
1305031229.729064 0.001763464 -0.021246518 0.016729922 -0.015388181 -0.132629594 0.018858390 0.990866770
1305031229.764848 0.014128478 -0.023884540 0.002812002 -0.017136305 -0.157035516 0.021295170 0.987214622
1305031229.796909 0.012434584 -0.022725135 0.014575954 -0.016300233 -0.173809503 0.026626174 0.984284312
1305031229.825613 0.006130947 -0.021430572 0.024243610 -0.016074763 -0.194558154 0.029263029 0.980322601
1305031229.863055 0.006202099 -0.024161879 0.024802481 -0.017618404 -0.216380452 0.033563443 0.975572953
1305031229.896929 -0.000305836 -0.023654721 0.023513094 -0.017289712 -0.236608324 0.039655179 0.970641558
1305031229.926248 -0.001104939 -0.025845100 0.024070735 -0.018762513 -0.262141630 0.044804718 0.963806138
1305031229.966160 -0.005072399 -0.027537621 0.026333686 -0.019615754 -0.285122832 0.049626025 0.957004415
1305031229.997917 -0.002345100 -0.028277869 0.027642285 -0.020192890 -0.306039585 0.052274689 0.950368022
1305031230.029991 -0.002136795 -0.029139405 0.032251786 -0.020621628 -0.324049757 0.054140679 0.944264418
1305031230.065687 -0.002472940 -0.034050219 0.031932106 -0.021171523 -0.338997060 0.053906079 0.939003139
1305031230.098242 -0.002890307 -0.033284176 0.029655834 -0.020341753 -0.353150120 0.055873144 0.933675210
1305031230.129919 -0.001756764 -0.034321069 0.031770910 -0.021734426 -0.368498150 0.057523542 0.927592459
1305031230.165771 -0.003599392 -0.034633420 0.031398239 -0.022948302 -0.381913379 0.059387164 0.922002555
1305031230.197772 -0.003832370 -0.032965786 0.031337291 -0.021789175 -0.396363842 0.060503160 0.915838580
1305031230.229830 -0.005421537 -0.035828050 0.031437907 -0.024349301 -0.410680469 0.063248854 0.909256975
1305031230.265580 -0.003554824 -0.036075104 0.031486503 -0.024750909 -0.426534700 0.064985793 0.901793983
1305031230.297982 -0.004392820 -0.034094504 0.032963502 -0.025167121 -0.442376365 0.067728042 0.893914246
1305031230.325685 -0.007265013 -0.033947982 0.034664681 -0.024291560 -0.457527435 0.071483178 0.885984606
1305031230.365650 -0.006267758 -0.035111070 0.035780339 -0.025075049 -0.473906240 0.072951215 0.877189967
1305031230.397265 -0.011076995 -0.036078112 0.033441214 -0.027325948 -0.488935853 0.076482797 0.868530602
1305031230.425670 -0.006820426 -0.033283565 0.034510786 -0.029267053 -0.508634230 0.083717622 0.856402954
1305031230.465220 -0.014776410 -0.038116002 0.037925609 -0.032609563 -0.528973911 0.089506878 0.843274414
1305031230.497228 -0.018281277 -0.038202127 0.034525572 -0.034764502 -0.552278292 0.092099220 0.827827187
1305031230.526720 -0.023821169 -0.040830637 0.033539706 -0.037974366 -0.576342918 0.096254015 0.810630590
1305031230.566084 -0.039239280 -0.030898356 0.038514448 -0.033918844 -0.600141141 0.098921881 0.793028741
1305031230.598825 -0.042538283 -0.030098099 0.037013886 -0.035623659 -0.622816670 0.100523603 0.775064743
1305031230.626028 -0.038885810 -0.031098589 0.038574828 -0.037312642 -0.645699966 0.100722121 0.755998925
1305031230.665795 -0.043316496 -0.020499472 0.055051770 -0.038503084 -0.668967616 0.105453130 0.734764914
1305031230.697932 -0.051479766 -0.019592162 0.057667789 -0.038758838 -0.684471642 0.104785885 0.720427819
1305031230.725671 -0.051904831 -0.021958952 0.054175880 -0.041391528 -0.698585425 0.106350739 0.706367232
1305031230.765854 -0.056117130 -0.022911056 0.052221213 -0.042202060 -0.713228801 0.106878837 0.691448175
1305031230.797303 -0.059071596 -0.025342835 0.051274209 -0.041980505 -0.728223529 0.108621534 0.675373594
1305031230.825729 -0.061295588 -0.028329029 0.045875431 -0.042481617 -0.742633239 0.112777561 0.658765821
1305031230.865523 -0.061638804 -0.032000063 0.042113226 -0.043245747 -0.757808069 0.115032113 0.640799772
1305031230.897379 -0.076746556 -0.028083314 0.050403672 -0.037826182 -0.774101836 0.116718996 0.621057327
1305031230.925860 -0.093103122 -0.030889288 0.051630509 -0.034838956 -0.786592983 0.117419656 0.605202735
1305031230.964976 -0.118278354 -0.035145729 0.049022331 -0.033234486 -0.795030418 0.119475436 0.593757293
1305031230.997080 -0.130237102 -0.032477736 0.046362496 -0.030478717 -0.799073200 0.119542219 0.588440929
1305031231.025653 -0.146936573 -0.028855553 0.046838674 -0.027684131 -0.801162313 0.119811552 0.585677154
1305031231.064422 -0.148232113 -0.031212249 0.044128234 -0.026185527 -0.800243967 0.119761200 0.587010364
1305031231.096775 -0.141314505 -0.029186223 0.044702160 -0.026419814 -0.798846543 0.119376213 0.588978365
1305031231.125728 -0.149538937 -0.030208249 0.044348851 -0.027163898 -0.798186631 0.119213129 0.589871557
1305031231.165241 -0.140849133 -0.021326166 0.039993440 -0.025269879 -0.795510588 0.120739295 0.593250672
1305031231.197747 -0.166693061 -0.027083616 0.040011503 -0.025847071 -0.791806939 0.119145052 0.598479872
