# timestamp x y z q0 q1 q2 q3
1305031102.175304 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1305031102.211214 -0.001586025 0.009454799 0.013253972 -0.001690266 -0.003498853 -0.001138683 0.999991802
1305031102.275326 0.000025295 0.007692007 0.041144283 -0.014183200 -0.010635529 -0.000175419 0.999842833
1305031102.311267 -0.002597616 0.007149584 0.053542934 -0.018545854 -0.011748963 0.000049862 0.999758976
1305031102.343233 -0.003098306 0.007604238 0.064502498 -0.020556898 -0.013518088 0.001551940 0.999696087
1305031102.375329 -0.003527481 0.008151022 0.075534137 -0.022808489 -0.015314136 0.001679740 0.999621143
1305031102.411258 -0.008785050 0.010589943 0.083630690 -0.024323018 -0.016326994 0.000123095 0.999570810
1305031102.443271 -0.009196218 0.018045295 0.095047494 -0.028120555 -0.019897767 0.000447002 0.999406381
1305031102.475318 -0.006922013 0.015926357 0.111643152 -0.036618725 -0.023176642 0.000285754 0.999060474
1305031102.511219 -0.003346836 0.020913342 0.127614574 -0.039892314 -0.024127480 -0.000229305 0.998912617
1305031102.575286 -0.006892512 0.012643792 0.153150818 -0.048965670 -0.020135840 -0.004881849 0.998585539
1305031102.611233 -0.007089420 0.012992591 0.167668083 -0.045917015 -0.017652693 -0.003552862 0.998782953
1305031102.675285 -0.014723402 0.021527424 0.185674100 -0.044380392 -0.015700484 -0.003018417 0.998886763
1305031102.711263 -0.015570866 0.021382700 0.201084957 -0.045723579 -0.015950271 -0.000997190 0.998826286
1305031102.743234 -0.019499344 0.029327444 0.211802088 -0.044819112 -0.014564341 -0.000370328 0.998888878
1305031102.775472 -0.013462638 0.032466195 0.231381268 -0.046449573 -0.015740902 -0.001935053 0.998794732
1305031102.811232 -0.014005282 0.035352658 0.242096685 -0.047487065 -0.012587752 -0.003076285 0.998787797
1305031102.843290 -0.015030122 0.037627214 0.258688594 -0.049112838 -0.008846343 -0.003983400 0.998746116
1305031102.875363 -0.018242960 0.039659507 0.268497917 -0.048563136 -0.004922716 -0.006053350 0.998789640
1305031102.911185 -0.019349354 0.042972835 0.280004172 -0.047866188 -0.003327642 -0.007588787 0.998819386
1305031102.975203 -0.030762258 0.046930078 0.295263815 -0.048985571 -0.006272523 -0.008811830 0.998740918
1305031103.011215 -0.030416889 0.047736661 0.306583742 -0.051188015 -0.012958173 -0.006551415 0.998583473
1305031103.043227 -0.031559275 0.051407823 0.316641250 -0.052510841 -0.018631660 -0.004150393 0.998437903
1305031103.075319 -0.025975461 0.054376177 0.335558134 -0.052369536 -0.024361842 -0.000296466 0.998330529
1305031103.111240 -0.025697137 0.062833625 0.342499418 -0.049227627 -0.024164612 0.000799091 0.998494904
1305031103.143318 -0.026120895 0.065689738 0.354046203 -0.050741187 -0.024332900 0.002017109 0.998413328
1305031103.175452 -0.027672397 0.070472967 0.361701250 -0.050920862 -0.022159889 0.001739030 0.998455297
1305031103.243216 -0.031090489 0.076770054 0.375121094 -0.063379741 -0.020280264 0.005371889 0.997768942
1305031103.275370 -0.038920952 0.075351642 0.374516259 -0.073922807 -0.019045303 0.008630755 0.997044736
1305031103.311210 -0.034134315 0.070854929 0.385479738 -0.082537283 -0.031605804 0.010149977 0.996034963
1305031103.343223 -0.027295218 0.075790555 0.393430404 -0.081709585 -0.039054842 0.010837002 0.995831724
1305031103.375327 -0.026675834 0.073869136 0.394446090 -0.086047385 -0.037545834 0.012414626 0.995505919
1305031103.411260 -0.027962273 0.068421158 0.392018755 -0.089040362 -0.036192948 0.013515382 0.995278463
1305031103.443280 -0.029027711 0.066589690 0.386458033 -0.088679695 -0.038155425 0.013246892 0.995240973
1305031103.475274 -0.027602230 0.064821810 0.385898003 -0.087933030 -0.042171948 0.012546239 0.995154210
1305031103.511333 -0.026567627 0.059590795 0.379281901 -0.085989148 -0.044091377 0.010455428 0.995265041
1305031103.543444 -0.025461168 0.054581321 0.371134181 -0.082088367 -0.045685440 0.008960567 0.995537065
1305031103.575474 -0.026503523 0.051928530 0.358458637 -0.076989381 -0.046488387 0.008573833 0.995910616
1305031103.611223 -0.026023149 0.046607792 0.347463770 -0.075077089 -0.049896749 0.010561223 0.995872585
1305031103.643445 -0.026197170 0.042186851 0.335982659 -0.072082355 -0.053641465 0.010977069 0.995894689
1305031103.675523 -0.023932788 0.039048593 0.325359701 -0.068869692 -0.056676284 0.010787937 0.995956016
1305031103.711610 -0.020353509 0.034328139 0.312405375 -0.066752182 -0.058575455 0.011086126 0.995987028
1305031103.743326 -0.018846759 0.028315160 0.301122010 -0.064611037 -0.058373602 0.010293197 0.996148577
1305031103.775342 -0.017168248 0.026148559 0.284257356 -0.060857014 -0.058047392 0.007094337 0.996431932
1305031103.811242 -0.017319897 0.024227379 0.270240500 -0.060451284 -0.056528139 0.003146222 0.996564254
1305031103.843251 -0.018508384 0.025547227 0.256733722 -0.062110686 -0.056144252 0.000647212 0.996488669
1305031103.875361 -0.018355192 0.012419614 0.242305294 -0.071175262 -0.058996890 -0.001552515 0.995716344
1305031103.911221 -0.015444257 0.003563530 0.228653538 -0.071271786 -0.063792338 -0.003039972 0.995410282
1305031103.943211 -0.014350771 0.000824586 0.212986438 -0.068909662 -0.066267407 -0.004116933 0.995411041
1305031103.975373 -0.010605429 -0.004568896 0.200185375 -0.067210688 -0.069067356 -0.004509864 0.995335162
1305031104.011232 -0.005060740 -0.008589078 0.189549570 -0.062539168 -0.070608249 -0.004666195 0.995530790
